The provided genome contains 5556 ORFs with an average length of 844 nucleotides.

Location  Strand    Length    
3882588   +         1152      
3883904   +         1539      
3884367   -         321       
3885158   -         399       
3885987   +         324       
3886316   +         1137      
3887448   -         975       
3888547   +         741       
3889068   -         474       
3889633   -         582       
3890322   -         756       
3890849   +         312       
3891175   -         414       
3891834   -         1497      
3892192   +         315       
3893334   -         987       
3894333   -         1278      
3895613   -         474       
3896204   -         468       
3896683   -         999       
3897883   +         849       
3898833   +         474       
3898937   -         345       
3899456   -         1254      
3900887   -         2031      
3903238   +         825       
3904257   -         1179      
3905513   -         1089      
3906229   +         318       
3906672   -         1542      
3908291   -         993       
3909638   +         1335      
3910240   -         477       
3911044   +         1455      
3912655   +         354       
3913054   +         438       
3913532   -         996       
3915097   +         912       
3915324   -         372       
3916018   +         2070      
3916151   -         405       
3916743   -         981       
3918365   -         606       
3918603   +         357       
3919213   -         522       
3921251   +         831       
3922130   -         987       
3923208   -         660       
3924075   +         2280      
3924407   -         1083      
3926759   -         729       
3927481   +         699       
3928408   +         1209      
3929940   +         1692      
3931673   -         333       
3931709   +         498       
3932710   +         1608      
3934317   -         420       
3934625   +         1020      
3935654   +         903       
3936187   -         456       
3936567   +         984       
3937190   -         324       
3937628   +         924       
3938580   -         963       
3939631   -         378       
3940521   -         1680      
3941002   +         348       
3942385   -         1572      
3944511   +         672       
3945299   +         2499      
3945775   -         417       
3947497   -         603       
3947808   +         2340      
3950154   +         1107      
3951293   +         3423      
3951744   -         363       
3954236   -         306       
3954830   +         1956      
3956968   +         1287      
3958475   +         1497      
3960066   -         1014      
3961228   +         768       
3962050   +         2076      
3962922   -         537       
3964306   -         1323      
3964863   +         366       
3965890   +         810       
3966039   -         1014      
3967101   -         972       
3968521   +         603       
3969173   -         1650      
3969537   +         339       
3971227   +         1398      
3972835   +         1401      
3972981   -         354       
3973650   -         639       
3974605   +         825       
3975797   +         729       
3976887   -         3114      
3980000   +         438       
3980025   -         1158      
3981521   -         528       
3982847   -         573       
3983675   +         333       
3984111   +         339       
3984513   +         648       
3985201   -         531       
3985846   +         384       
3985887   -         600       
3987217   +         1017      
3987528   -         357       
3988341   -         783       
3989752   -         426       
3990190   -         1290      
3991044   +         453       
3991511   -         435       
3992763   -         1353      
3993079   +         1350      
3994187   -         843       
3995233   +         2043      
3995244   -         342       
3996123   -         912       
3997379   +         657       
3998083   -         1470      
3998549   +         354       
3999869   -         435       
4000695   +         336       
4000847   -         354       
4001273   -         1500      
4001943   +         375       
4002896   -         312       
4003050   +         1158      
4004382   +         393       
4004521   -         1152      
4005957   +         1239      
4007255   +         309       
4007825   +         1623      
4009813   +         1068      
4009854   -         366       
4010555   -         564       
4010994   +         2619      
4013072   -         402       
4013681   +         1056      
4014060   -         552       
4014900   -         1137      
4016987   -         4236      
4017675   +         495       
4018320   +         378       
4018905   +         579       
4021425   -         402       
4021832   -         531       
4022017   +         339       
4022635   -         513       
4022844   +         624       
4023399   -         633       
4024229   -         903       
4024248   +         348       
4025173   -         1575      
4026858   -         588       
4027329   +         402       
4027500   -         1050      
4028649   +         1251      
4029902   -         600       
4030198   +         339       
4030532   -         666       
4031765   -         2199      
4032259   +         354       
4032937   +         354       
4034037   -         627       
4034805   +         360       
4035425   -         597       
4036172   +         1494      
4036780   -         696       
4037668   +         669       
4038563   +         825       
4038750   -         717       
4039632   +         855       
4040647   -         387       
4040742   +         1119      
4042047   -         384       
4042855   +         1110      
4044012   +         927       
4044738   -         552       
4044944   +         1269      
4046242   +         735       
4046978   +         714       
4048090   +         1317      
4048566   -         546       
4049504   +         888       
4050430   +         804       
4051235   +         1071      
4052410   +         636       
4053031   -         441       
4053592   +         1743      
4054389   -         381       
4054773   -         366       
4056234   -         504       
4056960   -         381       
4057373   -         1179      
4058788   -         489       
4059610   +         1038      
4059789   -         501       
4060770   +         696       
4061689   +         996       
4062663   -         540       
4062862   +         489       
4063417   +         1278      
4064750   -         594       
4065414   +         1227      
4066913   +         2187      
4068136   -         351       
4069032   -         534       
4069645   +         1425      
4071087   +         1296      
4072409   +         1407      
4073834   +         2448      
4075276   -         984       
4076896   -         1506      
4077683   +         330       
4078592   +         327       
4078884   -         315       
4078963   +         831       
4079810   +         759       
4080238   -         309       
4080549   -         1599      
4082337   +         1227      
4082897   -         1116      
4083564   +         1020      
4084625   -         2706      
4087943   +         2394      
4088317   -         663       
4089355   -         1263      
4090346   +         2085      
4090642   -         372       
4091108   -         429       
4091636   -         888       
4092448   +         561       
4092540   -         1317      
4093387   +         363       
4094216   -         576       
4094850   -         732       
4095572   +         771       
4096370   -         879       
4097274   +         318       
4097687   -         2322      
4098318   +         744       
4100541   +         339       
4100709   -         2322      
4101013   +         411       
4101616   +         1014      
4103127   -         477       
4103832   +         720       
4104224   -         357       
4104713   +         1188      
4105975   -         1623      
4107003   +         468       
4107977   +         1725      
4109763   -         885       
4110666   -         402       
4111078   -         714       
4111811   -         2136      
4112662   +         333       
4114267   +         561       
4114992   -         2322      
4117357   -         435       
4117665   +         780       
4118271   -         321       
4118516   +         468       
4119042   +         366       
4119451   +         351       
4119813   -         615       
4120148   +         804       
4121196   +         678       
4121930   +         1089      
4122678   -         318       
4123110   +         1287      
4123478   -         672       
4124503   +         837       
4124835   -         327       
4125357   +         678       
4126117   +         669       
4126841   +         942       
4128072   +         906       
4128816   -         435       
4128994   +         363       
4129440   +         1164      
4129664   -         333       
4130651   +         1179      
4131166   -         486       
4131681   -         618       
4131943   +         762       
4132715   +         354       
4132738   -         321       
4133080   +         1305      
4134396   +         1086      
4134518   -         303       
4135632   -         732       
4136463   -         600       
4136773   +         531       
4137245   -         831       
4138125   -         1023      
4138402   +         765       
4139168   -         1389      
4139473   +         309       
4141214   -         1206      
4141551   +         420       
4142221   +         363       
4142606   -         807       
4142742   +         468       
4143861   -         2544      
4144519   +         1389      
4146666   -         1182      
4148119   +         573       
4148223   -         399       
4148953   +         603       
4149117   -         471       
4149587   +         564       
4150236   +         1221      
4150433   -         459       
4151522   -         2091      
4153663   -         633       
4154598   +         405       
4155056   -         870       
4156191   -         963       
4156843   +         651       
4157213   -         1914      
4159255   +         555       
4159708   -         462       
4160010   +         1605      
4161906   -         543       
4161919   +         591       
4162997   +         813       
4163976   +         723       
4165084   +         360       
4165864   +         375       
4166335   +         540       
4166865   -         1587      
4166902   +         2115      
4168942   -         1104      
4169360   +         912       
4170563   +         2694      
4172092   -         516       
4173691   +         477       
4174195   -         678       
4175330   -         1164      
4175541   +         327       
4176508   -         942       
4177484   -         549       
4178064   -         360       
4178438   -         510       
4178955   -         438       
4179402   -         1176      
4180426   +         324       
4180595   -         1482      
4181067   +         312       
4182086   -         1965      
4185018   +         1470      
4186489   +         420       
4187146   +         312       
4187490   +         630       
4188130   +         606       
4188979   -         1056      
4189052   +         822       
4190183   +         333       
4190533   +         702       
4191247   +         411       
4192212   -         540       
4192267   +         372       
4192649   +         315       
4192978   +         540       
4193532   +         306       
4193852   -         558       
4193871   +         393       
4194276   +         534       
4194494   -         624       
4194819   +         354       
4195168   -         381       
4195187   +         504       
4195877   +         435       
4196319   +         1332      
4197530   -         351       
4198290   -         381       
4198318   +         390       
4198741   +         621       
4198794   -         306       
4199387   +         990       
4200417   +         384       
4200907   +         369       
4201286   +         426       
4201981   -         411       
4202521   -         1377      
4203919   -         1290      
4205254   -         807       
4206216   -         510       
4206856   +         1125      
4208454   +         543       
4209130   +         444       
4209578   +         819       
4210625   -         555       
4216824   +         384       
4216855   -         330       
4217269   -         444       
4217870   +         930       
4218049   -         348       
4219050   +         1620      
4219427   -         444       
4220000   -         459       
4220684   +         1320      
4222186   +         1737      
4223890   -         2187      
4226393   -         864       
4227484   +         3618      
4229228   -         363       
4231396   +         1557      
4231743   -         351       
4233042   -         690       
4233944   +         873       
4234000   -         528       
4235473   -         1350      
4235574   +         330       
4236603   +         546       
4237348   +         1650      
4238169   -         426       
4239378   -         429       
4239990   +         501       
4241224   +         2097      
4243005   -         381       
4243634   -         324       
4243915   +         411       
4244368   -         1476      
4246215   -         891       
4247120   -         1560      
4248818   -         1191      
4250308   +         1182      
4250733   -         507       
4251561   +         1341      
4253144   +         921       
4254545   +         1329      
4255985   +         609       
4256606   +         873       
4257632   -         2484      
4257981   +         372       
4259073   +         477       
4260227   +         369       
4260705   +         609       
4261013   -         303       
4261332   +         1380      
4261630   -         552       
4263077   -         516       
4264189   +         708       
4265259   +         1038      
4265840   -         324       
4266837   -         1020      
4267904   +         1416      
4269372   +         1080      
4269599   -         384       
4270752   +         1146      
4273004   +         714       
4273828   +         417       
4274248   +         357       
4274638   -         2823      
4275462   +         303       
4275794   +         480       
4276325   +         480       
4277658   +         594       
4279061   +         1587      
4280649   -         324       
4281059   +         465       
4282069   +         1350      
4282481   -         549       
4283570   +         1650      
4283740   -         543       
4285372   -         1293      
4286842   -         1539      
4287488   +         696       
4288488   -         315       
4288931   +         318       
4289002   -         1959      
4289345   +         1080      
4290485   +         504       
4291354   +         1437      
4291414   -         303       
4291884   -         642       
4292835   +         567       
4293512   +         558       
4293529   -         555       
4294176   -         324       
4294318   +         705       
4294547   -         444       
4295083   -         306       
4295153   +         1608      
4297067   +         663       
4297965   -         819       
4298071   +         1314      
4299914   -         690       
4300697   -         1680      
4301670   +         438       
4302425   -         420       
4303042   -         1131      
4304505   -         1911      
4306556   -         1032      
4306891   +         573       
4308090   -         1998      
4308481   +         888       
4309576   +         351       
4310395   +         1017      
4310706   -         357       
4311448   -         993       
4312356   +         669       
4312460   -         696       
4313166   -         780       
4313540   +         435       
4314125   -         1533      
4315784   -         936       
4316778   -         891       
4318028   +         450       
4318546   +         330       
4318569   -         327       
4319021   -         759       
4319442   +         357       
4320202   -         555       
4320759   -         1020      
4320799   +         1275      
4321892   -         780       
4322831   +         531       
4322930   -         429       
4323438   -         792       
4323787   +         426       
4324276   -         921       
4324394   +         387       
4324964   +         396       
4325340   -         564       
4325921   -         453       
4326280   +         378       
4326374   -         726       
4326801   +         348       
4327338   -         621       
4328013   -         1017      
4328482   +         426       
4329054   -         789       
4329975   -         444       
4330934   +         399       
4331076   -         336       
4331813   +         2229      
4334170   +         747       
4335180   +         1503      
4336858   -         1092      
4337959   -         567       
4338624   -         1674      
4340371   -         1338      
4341845   -         762       
4342931   -         2271      
4344435   +         618       
4345397   -         909       
4346194   +         306       
4346589   +         1356      
4346957   -         354       
4348047   +         1422      
4349606   -         630       
4349678   +         351       
4350235   +         468       
4350357   -         1647      
4350764   +         327       
4352081   -         1341      
4353992   -         687       
4354708   -         1632      
4357877   -         1518      
4359631   -         1458      
4361147   -         2187      
4361590   +         336       
4362396   +         354       
4363374   -         1335      
4365073   -         1539      
4367410   -         501       
4368022   -         1143      
4368756   +         306       
4369695   -         339       
4370149   -         1116      
4370465   +         549       
4371570   -         1437      
4372597   +         408       
4373473   +         348       
4373835   -         1257      
4375364   -         318       
4375705   +         1647      
4377477   +         366       
4377527   -         387       
4378044   -         870       
4379308   -         1029      
4379654   +         513       
4380379   +         567       
4380426   -         552       
4381555   +         318       
4381868   -         534       
4382490   -         1167      
4383686   -         360       
4384056   -         396       
4384451   +         468       
4384462   -         726       
4385189   -         1686      
4386021   +         327       
4386498   +         393       
4387323   +         978       
4388038   -         312       
4388504   +         1518      
4390073   +         315       
4390396   +         303       
4390726   -         3300      
4392044   +         414       
4394071   -         825       
4394534   +         462       
4395136   -         906       
4395611   +         648       
4396258   -         351       
4396284   +         546       
4397607   -         1140      
4398746   +         1548      
4399956   -         351       
4400745   +         1338      
4402092   +         1848      
4403977   +         906       
4404968   +         309       
4405398   -         603       
4405421   +         1212      
4406198   -         462       
4406718   +         1260      
4407980   +         1005      
4409367   +         1299      
4409537   -         1200      
4410918   +         378       
4411334   +         2442      
4412257   -         309       
4412827   -         525       
4413955   +         732       
4414062   -         519       
4414813   +         402       
4415233   +         699       
4415982   +         660       
4416659   +         399       
4417067   +         639       
4417708   +         1164      
4418940   +         1641      
4418988   -         306       
4419458   -         513       
4421120   -         429       
4421632   +         750       
4422377   -         756       
4423240   -         1071      
4423586   +         498       
4424660   +         1398      
4426053   -         372       
4426073   +         306       
4426388   +         465       
4426866   +         651       
4427526   +         855       
4427615   -         543       
4428416   +         651       
4429798   +         396       
4430200   +         315       
4430428   -         333       
4430788   +         450       
4431307   -         795       
4432758   -         675       
4433456   +         780       
4433590   -         687       
4434544   +         1413      
4435272   -         480       
4435974   +         636       
4436000   -         663       
4436770   -         975       
4437843   -         861       
4438703   +         471       
4438926   -         321       
4439301   -         1953      
4441435   +         741       
4442387   +         939       
4443387   -         555       
4444551   -         1344      
4446217   -         666       
4447932   +         864       
4449093   -         486       
4449119   +         3453      
4450708   -         1311      
4452574   +         342       
4452655   -         366       
4453372   +         351       
4453801   -         531       
4454642   +         957       
4455685   -         309       
4455738   +         1503      
4457254   +         1023      
4458287   +         972       
4459290   -         999       
4460465   +         1374      
4460731   -         729       
4461595   -         378       
4461993   -         552       
4462639   +         1353      
4463340   -         330       
4464039   -         375       
4464233   +         303       
4464579   -         465       
4465201   -         2139      
4465337   +         1188      
4467733   -         1656      
4468274   +         381       
4469438   -         1422      
4470978   -         948       
4472305   +         2697      
4473881   -         519       
4475206   -         426       
4475665   -         462       
4475777   +         402       
4476139   -         936       
4477193   +         333       
4477493   -         396       
4478019   -         714       
4478804   +         594       
4479542   +         453       
4480081   +         1851      
4481986   -         1005      
4482155   +         762       
4483153   +         417       
4483713   -         504       
4484383   +         1224      
4484771   -         330       
4485661   -         2745      
4485747   +         411       
4486188   +         357       
4488516   -         444       
4489119   -         1512      
4491072   +         927       
4492055   +         1026      
4493240   -         1503      
4494325   +         348       
4494820   -         999       
4495885   -         1320      
4495905   +         333       
4496658   +         567       
4497266   -         765       
4498054   -         1032      
4499303   +         564       
4499869   -         1062      
4500113   +         615       
4501430   +         1191      
4502952   +         366       
4503319   -         303       
4503389   +         792       
4505111   -         450       
4506782   -         1329      
4507587   +         396       
4508738   +         1218      
4509967   +         1119      
4511305   -         375       
4512145   -         1035      
4513253   -         369       
4513638   +         597       
4514400   +         414       
4515369   -         768       
4516137   -         891       
4516316   +         318       
4517090   -         735       
4517403   +         324       
4518085   -         903       
4518509   +         576       
4519032   -         2325      
4519510   +         333       
4520203   +         345       
4520759   +         372       
4521443   -         708       
4522393   -         522       
4522467   +         390       
4524017   -         879       
4524729   +         339       
4525350   -         1350      
4525945   +         354       
4526438   +         474       
4526806   -         1968      
4528784   -         906       
4529412   +         435       
4529694   -         789       
4530785   -         783       
4531584   -         633       
4532228   -         432       
4532790   -         807       
4533425   +         384       
4533609   -         1314      
4533851   +         435       
4535209   -         1122      
4537116   -         747       
4537588   +         405       
4537918   -         546       
4539695   +         1017      
4540363   -         366       
4541293   -         981       
4542338   -         1107      
4543464   -         717       
4545637   +         603       
4546759   +         555       
4547795   +         549       
4548408   +         540       
4549053   +         657       
4549776   +         2637      
4552422   +         531       
4552959   +         510       
4553479   +         912       
4554632   -         1344      
4556056   +         309       
4556360   -         1017      
4556628   +         873       
4557581   +         1461      
4559256   +         774       
4560169   -         831       
4561673   +         393       
4562057   -         912       
4563033   -         1173      
4563997   +         360       
4564218   -         435       
4564522   +         315       
4564676   -         696       
4564993   +         408       
4565565   +         600       
4566176   -         1179      
4566337   +         327       
4566766   +         366       
4567422   -         972       
4568601   -         417       
4569378   -         1152      
4569487   +         318       
4570156   +         357       
4570645   -         1281      
4571150   +         729       
4571966   -         1233      
4572529   +         306       
4573678   +         312       
4574038   +         561       
4574841   -         1413      
4575163   +         540       
4577046   +         1566      
4579199   +         2337      
4579597   -         309       
4581591   -         1008      
4582637   -         1398      
4584178   -         342       
4584747   -         1152      
4586138   -         1590      
4586538   +         960       
4587928   -         3567      
4588989   +         303       
4591629   +         915       
4592588   -         1041      
4593808   -         2166      
4594730   +         633       
4596337   +         1656      
4596762   -         348       
4597166   -         534       
4598040   -         1233      
4598771   +         366       
4599616   -         915       
4600670   +         1023      
4601829   -         1650      
4601864   +         390       
4602330   +         312       
4603291   +         417       
4604374   -         498       
4604583   +         339       
4604917   -         738       
4605105   +         333       
4605657   -         540       
4606303   -         435       
4606767   -         834       
4608157   +         726       
4608894   +         624       
4609554   -         789       
4611348   -         858       
4611584   +         372       
4612268   -         306       
4612483   +         414       
4613326   +         678       
4613829   -         1065      
4614067   +         1617      
4616042   -         501       
4616076   +         606       
4617221   +         348       
4617638   +         369       
4618365   +         576       
4618763   -         303       
4619185   +         345       
4619359   -         735       
4619675   +         531       
4620194   -         1551      
4622003   +         780       
4622286   -         369       
4623038   +         1194      
4623382   -         900       
4624283   +         1224      
4625538   -         396       
4625563   +         720       
4626449   +         1332      
4627780   -         1017      
4627973   +         366       
4628824   -         645       
4629437   +         1107      
4630129   -         315       
4630721   +         1254      
4631995   +         1233      
4633534   -         1647      
4635386   +         1965      
4637440   +         327       
4637525   -         357       
4637820   +         414       
4637912   -         522       
4638477   +         648       
4639120   -         870       
4640201   +         474       
4640687   +         690       
4641388   +         1413      
4642623   -         489       
4642858   +         1353      
4644269   -         717       
4645465   -         303       
4645622   +         687       
