The provided genome contains 12300 ORFs with an average length of 360 nucleotides.

Location  Strand    Length    
3408075   +         309       
3408768   +         345       
3408792   -         360       
3409303   -         327       
3409374   +         354       
3409730   -         342       
3410299   -         342       
3410723   -         309       
3410798   +         303       
3411444   -         579       
3411519   +         327       
3412459   +         354       
3412607   -         366       
3413116   +         315       
3413424   -         306       
3413619   +         315       
3414556   -         312       
3414586   +         360       
3415497   -         336       
3416063   -         336       
3416110   +         405       
3416454   -         426       
3417652   +         318       
3417828   -         318       
3418324   +         330       
3418401   -         318       
3418894   -         384       
3419009   +         354       
3419306   -         417       
3419715   +         420       
3419968   -         309       
3420510   -         354       
3420684   +         459       
3421000   -         348       
3421305   +         321       
3421451   -         318       
3421644   +         312       
3422065   -         303       
3422350   +         303       
3422648   -         378       
3423171   -         333       
3423523   +         465       
3424108   -         423       
3424305   +         471       
3424608   -         318       
3425058   -         327       
3425376   +         330       
3425637   -         309       
3425752   +         462       
3426360   -         309       
3426486   +         315       
3426695   -         360       
3427096   -         357       
3427205   +         321       
3427538   +         405       
3427781   -         357       
3428515   +         366       
3428620   -         324       
3429040   -         324       
3429046   +         414       
3429677   -         318       
3429994   +         330       
3430158   -         318       
3430662   +         435       
3430758   -         336       
3431954   +         387       
3432133   -         321       
3432431   +         330       
3432881   +         426       
3433318   +         306       
3433357   -         540       
3434101   +         351       
3434396   -         321       
3434534   +         312       
3434953   +         303       
3435251   -         372       
3435506   +         330       
3435955   +         435       
3436377   -         342       
3436415   +         333       
3436752   -         351       
3437577   +         303       
3438282   +         426       
3438414   -         483       
3439092   -         354       
3439728   +         309       
3440179   -         453       
3440182   +         384       
3440575   +         363       
3440743   -         393       
3441664   +         339       
3441783   -         417       
3442281   +         333       
3442377   -         333       
3442891   +         393       
3442975   -         321       
3443397   -         324       
3443693   +         429       
3443896   -         357       
3444309   -         303       
3444770   -         414       
3444773   +         333       
3445240   -         378       
3445635   +         312       
3446027   -         441       
3446447   +         306       
3446671   -         315       
3446857   +         390       
3447201   -         555       
3447362   +         384       
3448508   +         333       
3448540   -         342       
3448881   +         765       
3449092   -         315       
3450240   +         999       
3450259   -         306       
3450906   -         330       
3451498   +         2889      
3453722   -         387       
3454683   +         324       
3454828   -         357       
3455087   +         339       
3455242   -         321       
3455519   +         618       
3455877   -         330       
3456436   +         327       
3456727   -         321       
3456975   +         1314      
3457114   -         333       
3458178   -         348       
3458621   -         393       
3458835   +         309       
3459126   -         405       
3459540   +         303       
3460015   -         312       
3460599   +         318       
3460624   -         339       
3461447   +         312       
3461690   -         318       
3462175   -         303       
3462477   +         309       
3462781   -         303       
3463360   -         309       
3463747   +         408       
3464214   -         348       
3464731   -         381       
3464925   +         465       
3465510   -         423       
3465707   +         471       
3466010   -         318       
3466460   -         327       
3466778   +         330       
3467039   -         309       
3467154   +         462       
3467762   -         309       
3467888   +         315       
3468198   -         345       
3468584   -         357       
3468693   +         321       
3469026   +         405       
3469269   -         357       
3470003   +         327       
3470015   -         309       
3470462   -         330       
3470947   +         303       
3471044   -         318       
3471809   +         378       
3472594   +         468       
3472894   -         306       
3473362   +         339       
3473744   -         342       
3473916   +         318       
3474575   -         351       
3474758   +         390       
3475019   -         348       
3475405   +         333       
3475495   -         357       
3475990   -         351       
3476641   -         366       
3477304   +         495       
3477343   -         312       
3477814   -         384       
3477908   +         309       
3478241   +         354       
3478582   -         390       
3479000   +         441       
3479644   -         309       
3480051   -         348       
3480445   +         312       
3480675   -         819       
3480819   +         324       
3481510   -         345       
3481865   -         306       
3482218   -         321       
3482261   +         381       
3482906   +         333       
3483198   -         318       
3483564   +         348       
3483759   -         384       
3484181   +         348       
3484386   -         402       
3484734   +         366       
3484845   -         516       
3485715   -         318       
3485927   +         441       
3486183   -         333       
3486565   -         348       
3486649   +         306       
3487575   -         306       
3487871   +         351       
3488032   -         333       
3488380   -         345       
3488663   +         345       
3488870   -         438       
3489537   +         342       
3489979   +         315       
3490554   +         420       
3490699   -         384       
3491195   +         318       
3491388   -         390       
3491840   +         375       
3492304   +         306       
3492486   -         315       
3492951   -         363       
3493056   +         318       
3493798   +         312       
3493861   -         387       
3494279   +         306       
3494696   -         363       
3494705   +         519       
3495336   -         312       
3495914   -         360       
3496286   +         315       
3496581   -         390       
3497089   +         387       
3497326   -         303       
3497697   -         327       
3497846   +         333       
3498262   -         390       
3498595   +         318       
3499077   -         342       
3499344   +         315       
3499678   -         318       
3500012   +         357       
3500364   -         381       
3500707   +         558       
3501427   +         348       
3501486   -         354       
3502012   +         348       
3502439   -         363       
3502849   +         369       
3504320   -         333       
3504560   +         348       
3505558   +         309       
3506121   -         333       
3506568   -         309       
3506991   +         306       
3507315   -         318       
3507622   +         438       
3507788   -         306       
3508294   +         345       
3508394   -         330       
3509354   -         426       
3509579   +         342       
3510116   +         306       
3510499   -         327       
3511039   +         441       
3511143   -         393       
3511752   +         318       
3511911   -         348       
3512185   +         414       
3512408   -         333       
3513143   -         366       
3513203   +         399       
3513824   -         444       
3514336   +         336       
3514400   -         303       
3515202   -         306       
3515693   -         381       
3516376   -         312       
3516855   -         450       
3516895   +         318       
3518023   +         327       
3518214   -         345       
3518431   +         363       
3518855   -         312       
3519194   +         354       
3519452   -         351       
3520304   -         735       
3520980   +         363       
3521170   -         639       
3521808   +         309       
3522402   -         309       
3522711   -         444       
3522982   +         312       
3523173   -         312       
3523302   +         456       
3523801   +         435       
3524499   +         519       
3524790   -         348       
3525185   -         927       
3525417   +         525       
3526175   +         327       
3526284   -         306       
3526943   +         396       
3527461   +         306       
3527587   -         321       
3527947   +         369       
3528132   -         318       
3528458   +         516       
3528684   -         309       
3529650   +         342       
3529896   -         303       
3530122   +         333       
3530236   -         315       
3530589   -         339       
3530977   +         306       
3531314   -         393       
3531648   +         351       
3532298   +         405       
3532705   -         414       
3532925   +         372       
3533330   +         333       
3533683   +         315       
3533904   -         333       
3534568   +         309       
3534753   -         327       
3535315   +         324       
3535468   -         366       
3535962   -         303       
3536142   +         348       
3536326   -         426       
3537023   -         318       
3537519   +         339       
3537964   -         306       
3538078   +         351       
3538435   +         342       
3538963   -         309       
3539310   +         303       
3539559   -         309       
3540012   -         372       
3540543   -         693       
3540653   +         324       
3541058   +         318       
3541713   -         330       
3542153   +         336       
3542521   +         303       
3542675   -         345       
3543073   +         339       
3543261   -         432       
3543960   -         342       
3544008   +         453       
3544568   +         312       
3544741   -         339       
3545310   -         447       
3545333   +         348       
3546136   -         447       
3546630   +         306       
3546912   -         312       
3547252   -         366       
3547771   -         360       
3548215   -         333       
3548585   +         366       
3549056   +         363       
3549377   -         375       
3549913   -         384       
3550206   +         417       
3550600   -         489       
3550824   +         360       
3551218   +         336       
3551383   -         543       
3552081   +         303       
3552541   -         375       
3553178   -         327       
3553258   +         390       
3554369   -         471       
3554398   +         381       
3554956   -         327       
3555071   +         411       
3555733   -         321       
3556136   +         303       
3556200   -         321       
3556547   +         363       
3556730   -         306       
3557209   -         324       
3557420   +         378       
3557551   -         315       
3557950   -         321       
3558211   +         387       
3558876   -         384       
3559499   -         312       
3559657   +         441       
3560170   -         318       
3560522   +         333       
3561106   -         306       
3561199   +         348       
3561842   +         315       
3562045   -         318       
3562319   +         564       
3562754   -         315       
3562941   +         336       
3563716   -         330       
3564026   +         312       
3564372   -         321       
3564692   +         318       
3565408   -         333       
3565746   -         336       
3566119   +         309       
3566478   -         333       
3566916   -         327       
3566974   +         312       
3567244   -         330       
3567790   -         312       
3568085   +         345       
3568118   -         537       
3568474   +         333       
3569160   -         324       
3569405   +         345       
3569902   -         321       
3569963   +         345       
3570621   -         318       
3571208   -         342       
3571717   +         375       
3572319   +         312       
3572321   -         330       
3572893   +         414       
3573175   -         303       
3573521   -         345       
3574051   -         366       
3574318   +         336       
3574766   +         309       
3575319   -         315       
3575824   +         318       
3576046   -         333       
3576261   +         303       
3576674   -         402       
3577042   +         954       
3577699   -         384       
3578227   +         306       
3578441   -         387       
3578622   +         306       
3579120   +         318       
3579793   -         450       
3580242   +         336       
3580283   -         312       
3580757   +         315       
3580830   -         396       
3581192   +         312       
3581312   -         309       
3582020   -         303       
3582220   +         315       
3582788   -         318       
3583116   +         435       
3584131   +         309       
3584463   +         309       
3584586   -         303       
3584850   +         369       
3585296   +         336       
3585452   -         306       
3585804   +         318       
3586197   +         312       
3586292   -         351       
3586513   +         351       
3586691   -         315       
3586889   +         345       
3587537   +         393       
3588189   +         315       
3588480   -         351       
3588555   +         426       
3589106   +         315       
3589189   -         315       
3589527   -         312       
3589906   +         303       
3590166   -         318       
3590324   +         324       
3590634   -         315       
3591055   +         345       
3591109   -         312       
3591618   +         318       
3592111   -         309       
3592178   +         309       
3592667   -         315       
3593084   +         420       
3593747   +         360       
3593916   -         369       
3594220   +         414       
3594623   -         372       
3594786   +         324       
3595073   -         303       
3595703   -         423       
3596045   +         363       
3596631   -         423       
3596828   +         486       
3597309   -         333       
3597789   -         342       
3597933   +         384       
3598161   -         309       
3598733   -         339       
3598997   +         321       
3599110   -         318       
3599345   +         363       
3599712   -         357       
3599821   +         321       
3600154   +         405       
3600397   -         357       
3601131   +         327       
3601143   -         309       
3601524   +         342       
3601550   -         306       
3602202   -         321       
3602321   +         303       
3602820   -         312       
3602898   +         588       
3603574   -         354       
3603784   +         342       
3604145   -         315       
3605177   +         315       
3605260   -         309       
3605958   -         492       
3606066   +         327       
3606818   +         471       
3606993   -         366       
3607648   -         540       
3608244   +         345       
3608352   -         327       
3608678   +         303       
3608908   -         348       
3609265   +         324       
3609852   -         348       
3610549   +         537       
3611184   +         336       
3611727   -         327       
3611739   +         420       
3612519   -         336       
3612716   +         303       
3613005   -         309       
3613140   +         348       
3613881   -         309       
3613944   +         306       
3614240   -         330       
3614606   -         372       
3614759   +         381       
3615858   +         393       
3616012   -         336       
3616421   +         378       
3616569   -         303       
3617271   +         396       
3617533   -         309       
3617881   +         315       
3618657   +         618       
3619332   +         372       
3619369   -         477       
3620014   -         321       
3620427   +         354       
3620833   -         390       
3621248   -         309       
3621283   +         528       
3622216   -         357       
3622894   -         384       
3622956   +         318       
3623392   -         411       
3623648   +         330       
3623862   -         384       
3624558   +         342       
3624685   -         312       
3625044   +         519       
3625793   +         375       
3625840   -         312       
3626254   -         318       
3626428   +         462       
3626741   -         306       
3627154   +         306       
3627441   -         339       
3627916   -         309       
3628322   +         336       
3628641   -         360       
3628896   +         333       
3629550   +         306       
3630017   +         375       
3630032   -         327       
3630416   +         354       
3630530   -         420       
3631011   +         375       
3631537   +         312       
3631610   -         333       
3632019   -         438       
3632490   +         339       
3632647   -         330       
3632913   +         378       
3633141   -         312       
3633418   +         435       
3634028   -         333       
3634214   +         303       
3634872   -         303       
3635037   +         327       
3635273   -         339       
3636357   -         480       
3636595   +         393       
3637067   -         312       
3637221   +         351       
3637689   +         327       
3638310   +         378       
3638348   -         519       
3638802   +         390       
3639370   +         315       
3639942   -         303       
3640068   +         318       
3640598   -         525       
3640672   +         336       
3641443   +         402       
3641815   -         387       
3641899   +         321       
3642229   -         351       
3642598   -         384       
3642622   +         321       
3643161   +         342       
3643621   -         423       
3644092   +         378       
3644534   -         315       
3644618   +         354       
3645253   -         324       
3645556   +         303       
3645686   -         321       
3645875   +         303       
3646413   -         441       
3646759   +         324       
3647183   -         402       
3647449   +         342       
3648337   +         366       
3648561   -         309       
3648934   -         471       
3649661   +         303       
3649806   -         390       
3650233   +         327       
3650649   +         336       
3650795   -         306       
3651217   -         333       
3651330   +         348       
3651673   -         321       
3652079   +         444       
3652147   -         309       
3652566   -         372       
3652574   +         405       
3653076   -         306       
3653137   +         339       
3653691   +         336       
3654107   +         357       
3654185   -         339       
3654662   -         348       
3654753   +         381       
3655237   -         441       
3655915   +         321       
3656255   +         429       
3656660   -         318       
3656770   +         366       
3657344   -         441       
3657450   +         315       
3658079   +         360       
3658249   -         321       
3658932   -         318       
3659112   +         504       
3660194   +         399       
3660224   -         366       
3660812   +         312       
3661155   +         447       
3661317   -         303       
3661804   +         384       
3662257   +         357       
3662382   -         327       
3663363   +         321       
3663863   -         318       
3664095   +         339       
3664622   +         336       
3664705   -         324       
3665158   -         318       
3665465   +         321       
3665613   -         402       
3666140   +         306       
3666198   -         471       
3666508   +         333       
3666694   -         366       
3667059   +         306       
3667228   -         330       
3667368   +         306       
3667777   -         339       
3668171   +         312       
3668403   -         369       
3669007   +         315       
3669380   +         390       
3670034   -         318       
3670503   +         366       
3670663   -         402       
3671154   -         306       
3671828   -         318       
3672181   -         327       
3672637   +         342       
3672709   -         477       
3673134   +         309       
3673277   -         408       
3673483   +         330       
3674801   +         393       
3676015   -         315       
3676355   -         354       
3676448   +         348       
3676824   +         357       
3677553   +         327       
3677875   -         372       
3677967   +         306       
3678277   -         378       
3678710   +         306       
3679165   -         309       
3679516   -         357       
3680064   +         306       
3680127   -         462       
3680874   +         378       
3681352   -         348       
3682033   +         336       
3682898   -         360       
3682918   +         357       
3684199   -         363       
3684237   +         321       
3684572   +         369       
3684840   -         384       
3685194   +         414       
3685621   -         303       
3685853   +         348       
3686014   -         345       
3686528   +         351       
3686819   -         369       
3687170   +         306       
3687491   +         405       
3687520   -         366       
3687927   -         303       
3688039   +         441       
3688548   +         351       
3688623   -         342       
3689016   +         303       
3689027   -         303       
3689555   +         303       
3689722   -         327       
3689862   +         465       
3690447   -         423       
3690644   +         471       
3690947   -         318       
3691397   -         327       
3691715   +         330       
3691976   -         309       
3692091   +         462       
3692699   -         309       
3692825   +         315       
3693034   -         360       
3693435   -         357       
3693544   +         321       
3693877   +         405       
3694120   -         357       
3694854   +         327       
3694866   -         309       
3695257   +         357       
3695318   -         465       
3695852   +         309       
3696015   -         315       
3696269   +         579       
3696387   -         438       
3697130   +         306       
3697157   -         393       
3697599   +         309       
3698457   -         483       
3698595   +         312       
3699346   -         306       
3699395   +         435       
3699923   +         375       
3700700   +         309       
3701112   -         330       
3701547   +         408       
3702225   +         360       
3702403   -         315       
3702649   +         357       
3703064   -         333       
3704010   +         357       
3704338   -         333       
3704714   +         342       
3704865   -         399       
3705169   +         399       
3705354   -         342       
3705884   -         384       
3706361   -         345       
3706710   +         375       
3706720   -         309       
3707039   -         354       
3707392   +         306       
3707518   -         492       
3708281   -         342       
3708494   +         582       
3709218   -         375       
3709581   +         375       
3709777   -         315       
3710069   +         369       
3710206   -         393       
3710636   +         312       
3710705   -         312       
3711032   +         393       
3711271   -         318       
3712613   -         369       
3713070   -         327       
3713099   +         303       
3713502   +         312       
3713563   -         318       
3713853   +         312       
3714127   -         336       
3714496   +         324       
3714581   -         333       
3715425   +         327       
3715458   -         369       
3715867   +         351       
3716015   -         354       
3716882   +         330       
3717373   -         306       
3717399   +         339       
3717733   -         321       
3718196   +         321       
3718692   -         303       
3718751   +         366       
3719173   +         363       
3720045   -         351       
3720447   +         348       
3720684   -         573       
3721123   +         318       
3721777   -         351       
3722405   -         381       
3722528   +         324       
3722811   -         327       
3722880   +         372       
3723326   +         348       
3723734   +         309       
3723963   -         345       
3724696   -         360       
3725207   +         990       
3725670   -         333       
3726406   -         372       
3726453   +         402       
3726823   -         372       
3727226   +         357       
3727804   +         360       
3727929   -         360       
3728236   +         303       
3728399   -         315       
3728876   -         309       
3729308   +         321       
3730211   -         321       
3730797   -         339       
3730839   +         303       
3731267   -         330       
3731833   +         390       
3732067   -         366       
3732530   +         432       
3733477   +         339       
3734037   -         342       
3734240   +         306       
3734568   -         312       
3734895   +         318       
3735026   -         318       
3735353   -         345       
3735372   +         336       
3735847   -         321       
3736007   +         405       
3736230   -         330       
3736975   -         369       
3737242   +         357       
3737472   -         363       
3737963   +         303       
3738038   -         315       
3738432   -         303       
3738794   +         408       
3739051   -         360       
3739244   +         312       
3739722   +         351       
3739922   -         366       
3740355   +         357       
3740446   -         351       
3740958   +         354       
3741098   -         339       
3741436   +         477       
3741880   -         363       
3741975   +         393       
3742594   -         384       
3742859   +         378       
3743516   +         315       
3744279   -         315       
3744295   +         342       
3744785   +         333       
3745008   -         336       
3745530   +         342       
3745714   -         327       
3746012   +         408       
3746136   -         336       
3746513   +         393       
3746763   -         315       
3747077   +         345       
3747414   -         399       
3748019   -         306       
3748054   +         315       
3748334   -         324       
3748521   +         321       
3748882   -         369       
3749377   +         483       
3749855   -         390       
3750250   -         330       
3750757   +         345       
3751094   -         399       
3752174   +         399       
3752296   -         381       
3753063   -         330       
3753134   +         303       
3753614   +         477       
3753714   -         591       
3754306   -         345       
3754725   +         309       
3755259   -         417       
3755710   -         306       
3755791   +         315       
3756161   +         333       
3756220   -         348       
3756634   +         408       
3756648   -         603       
3757374   +         333       
3757669   -         333       
3757916   +         321       
3758272   -         489       
3758913   -         321       
3759169   +         336       
3759266   -         330       
3759610   +         408       
3759615   -         351       
3760033   -         378       
3760232   +         372       
3761425   +         360       
3761706   -         312       
3761788   +         327       
3762127   -         375       
3762508   -         351       
3762601   +         330       
3763093   -         339       
3764083   -         396       
3764461   +         375       
3764705   -         312       
3765089   +         306       
3765503   +         306       
3765537   -         405       
3765903   +         315       
3766088   -         366       
3766369   +         462       
3766848   -         345       
3766934   +         462       
3767222   -         366       
3767683   -         417       
3767686   +         324       
3768209   -         432       
3768217   +         306       
3768882   +         369       
3768884   -         321       
3769337   +         318       
3769361   -         306       
3769783   +         327       
3769840   -         336       
3770429   +         318       
3770783   +         306       
3771055   -         348       
3771402   +         336       
3771478   -         312       
3771765   +         360       
3771838   -         309       
3772295   -         333       
3772659   +         342       
3773050   -         387       
3773333   +         363       
3773488   -         306       
3773882   +         348       
3773946   -         330       
3774965   -         309       
3775516   -         342       
3775547   +         318       
3775904   +         315       
3776220   -         369       
3776301   +         360       
3776804   +         330       
3776952   -         321       
3777332   +         360       
3777921   -         324       
3778403   +         315       
3778439   -         684       
3778912   +         375       
3779124   -         393       
3779551   +         309       
3779599   -         324       
3779949   +         330       
3780790   -         423       
3780828   +         324       
3781360   -         315       
3781854   +         354       
3781965   -         351       
3782310   +         327       
3782393   -         414       
3782703   +         333       
3783196   -         342       
3783638   +         303       
3783698   -         333       
3783990   +         351       
3784426   -         342       
3784429   +         366       
3784930   -         405       
3784952   +         303       
3785290   +         372       
3785604   -         321       
3785713   +         354       
3786098   +         354       
3786116   -         456       
3786665   +         342       
3786716   -         348       
3787050   +         354       
3787169   -         303       
3788840   -         360       
3789212   -         423       
3789543   +         345       
3789719   -         363       
3790262   +         309       
3790592   -         405       
3790740   +         372       
3791395   -         324       
3791472   +         366       
3791935   -         327       
3792068   +         309       
3792295   -         516       
3792578   +         306       
3792844   -         405       
3792889   +         312       
3793259   -         558       
3793697   +         309       
3794302   -         426       
3794583   +         324       
3795216   -         402       
3795700   +         396       
3796224   -         306       
3796699   +         339       
3796877   -         357       
3797865   -         333       
3797868   +         309       
3798291   +         381       
3798710   +         303       
3798822   -         465       
3799653   -         360       
3800204   -         318       
3800268   +         306       
3800723   -         318       
3801250   +         363       
3801802   -         408       
3802085   +         315       
3802716   +         309       
3802761   -         444       
3803027   +         333       
3803619   +         417       
3803641   -         342       
3803999   -         318       
3804344   +         375       
3804420   -         333       
3804901   +         339       
3805145   -         336       
3805355   +         303       
3805769   -         321       
3806382   -         324       
3806716   -         489       
3807065   +         360       
3807491   -         336       
3807575   +         396       
3807913   -         534       
3808644   +         309       
3809038   +         465       
3809107   -         441       
3809977   +         825       
3810107   -         315       
3810449   -         324       
3810791   -         309       
3811224   +         336       
3811252   -         363       
3811682   +         309       
3812535   -         504       
3813062   +         354       
3813932   -         384       
3814006   +         408       
3814532   -         303       
3814552   +         489       
3814888   -         360       
3815513   +         390       
3815601   -         306       
3817495   -         306       
3817800   +         516       
3817993   -         354       
3818336   +         456       
3818718   -         309       
3819054   +         315       
3819202   -         321       
3819916   +         306       
3820237   -         327       
3820668   -         471       
3820718   +         330       
3821082   +         360       
3821637   -         360       
3821699   +         360       
3822290   -         303       
3822424   +         372       
3823221   +         537       
3823735   -         324       
3823787   +         309       
3824199   -         348       
3824436   +         333       
3824935   -         378       
3825235   +         348       
3825586   +         354       
3826003   +         342       
3826110   -         309       
3826463   -         312       
3826580   +         369       
3827085   -         360       
3827460   +         333       
3827822   +         324       
3828255   -         321       
3828493   +         315       
3828906   +         330       
3829737   +         336       
3829771   -         306       
3830076   +         426       
3830465   -         369       
3830537   +         312       
3830871   -         303       
3831082   +         309       
3831628   -         396       
3831892   +         324       
3832422   -         309       
3832737   -         318       
3833076   -         339       
3833338   +         309       
3833568   -         354       
3834614   +         306       
3835000   +         303       
3835166   -         309       
3835448   +         309       
3835563   -         318       
3835844   +         309       
3836104   -         342       
3836619   +         306       
3836755   -         312       
3836943   +         303       
3837124   -         324       
3837284   +         303       
3837451   -         309       
3838096   -         318       
3838493   +         312       
3838853   -         309       
3839091   +         342       
3839419   -         378       
3840167   +         306       
3840420   -         303       
3840722   +         321       
3841197   -         333       
3841604   +         573       
3841989   -         303       
3842460   +         303       
3843259   -         309       
3843466   +         420       
3844412   +         309       
3844416   -         348       
3844812   +         330       
3845064   -         306       
3845265   +         576       
3845887   +         396       
3846153   -         345       
3846692   +         327       
3846888   -         339       
3847695   -         342       
3847830   +         303       
3848384   -         321       
3848719   -         303       
3849063   +         354       
3849350   -         405       
3850025   +         306       
3850241   -         312       
3851228   +         351       
3851339   -         315       
3851688   +         348       
3852305   +         303       
3852654   +         354       
3853188   +         885       
3853834   -         312       
3854656   -         393       
3854705   +         363       
3855081   -         351       
3855544   -         306       
3855852   +         321       
3855871   -         315       
3856190   +         327       
3856256   -         318       
3856747   +         312       
3857200   -         447       
3857692   -         303       
3857798   +         306       
3858036   -         573       
3858699   +         333       
3859075   -         333       
3859400   +         315       
3859551   -         324       
3859889   +         342       
3860247   -         366       
3860292   +         366       
3860714   -         309       
3861130   +         504       
3861697   +         423       
3862466   -         339       
3862584   +         330       
3863144   +         381       
3863502   -         324       
3863537   +         306       
3863926   +         354       
3864535   -         363       
3864557   +         513       
3865146   -         303       
3865370   +         372       
3866086   +         564       
3866510   -         357       
3866797   +         705       
3867622   +         387       
3868190   -         306       
3868568   +         369       
3868797   -         303       
3869190   -         336       
3869650   -         444       
3870439   +         303       
3870832   +         345       
3871443   +         321       
3871903   -         327       
3872484   -         312       
3872636   +         372       
3872967   -         312       
3873119   +         459       
3873413   -         312       
3874066   +         312       
3874783   +         396       
3875329   +         378       
3875509   -         345       
3876040   +         303       
3876571   +         537       
3877442   +         336       
3877906   -         333       
3878092   +         372       
3878633   +         396       
3878757   -         336       
3879287   -         573       
3879860   -         396       
3879920   +         474       
3880298   -         438       
3880523   +         312       
3880780   -         495       
3881410   -         555       
3881615   +         303       
3882012   -         366       
3882837   -         357       
3883347   -         396       
3883666   +         315       
3883963   -         330       
3884134   +         405       
3884298   -         321       
3884760   +         393       
3885158   -         303       
3885315   +         369       
3885581   -         363       
3886341   +         348       
3886502   -         354       
3887204   -         327       
3887382   +         405       
3888172   -         327       
3888504   +         306       
3889393   -         309       
3889431   +         318       
3889804   +         405       
3889916   -         303       
3890356   -         324       
3891064   -         309       
3891172   +         411       
3891585   -         351       
3891840   +         321       
3891970   -         435       
3892486   +         348       
3892810   -         363       
3893137   +         414       
3893784   +         312       
3894043   -         303       
3894199   +         309       
3894503   -         312       
3894814   +         306       
3895073   -         330       
3895411   -         312       
3895833   +         324       
3896336   +         339       
3896515   -         315       
3896768   +         369       
3897732   +         318       
3897824   -         360       
3898094   +         306       
3898513   +         318       
3898571   -         339       
3898865   +         318       
3899178   -         378       
3899614   -         309       
3900192   +         363       
3900547   -         384       
3900664   +         486       
3901140   -         330       
3901442   +         333       
3901825   +         330       
3901839   -         342       
3902187   -         363       
3902358   +         411       
3902757   -         354       
3903006   +         303       
3903777   +         327       
3903977   -         306       
3904347   +         522       
3904673   -         342       
3905023   -         306       
3905146   +         351       
3905772   -         333       
3905906   +         324       
3906281   +         309       
3906390   -         333       
3906711   +         324       
3906742   -         324       
3907459   +         330       
3907897   -         342       
3908341   +         423       
3908400   -         324       
3909186   -         384       
3909430   +         327       
3909684   -         312       
3910095   -         354       
3910856   +         357       
3911000   -         324       
3911442   +         336       
3911827   -         660       
3912608   -         348       
3913647   -         378       
3913862   +         369       
3914086   -         312       
3914353   +         318       
3914608   -         387       
3914831   +         303       
3915296   +         333       
3915583   -         372       
3915872   +         315       
3916151   -         384       
3916359   +         327       
3917318   -         336       
3917851   -         336       
3917996   +         438       
3918324   -         324       
3918698   +         381       
3919229   +         348       
3919301   -         312       
3919769   +         363       
3920039   -         315       
3920416   -         327       
3920753   +         318       
3921216   +         321       
3921523   -         510       
3922358   +         411       
3922486   -         372       
3922872   -         318       
3923104   +         771       
3923219   -         312       
3923675   -         390       
3923924   +         339       
3924902   +         318       
3925314   -         375       
3925752   -         417       
3925878   +         477       
3926689   +         360       
3927435   +         348       
3927484   -         327       
3927885   +         354       
3927962   -         336       
3928356   -         336       
3928359   +         339       
3928757   -         333       
3929199   -         405       
3929603   +         489       
3929850   -         324       
3930317   -         408       
3930742   +         306       
3931156   -         339       
3931190   +         387       
3931623   -         465       
3932252   -         303       
3932351   +         360       
3932804   -         342       
3933197   -         339       
3933492   +         375       
3933705   -         585       
3934265   +         348       
3934471   -         357       
3935081   -         363       
3935385   +         318       
3936180   +         309       
3936187   -         456       
3936509   +         366       
3936646   -         393       
3937303   -         306       
3937528   +         366       
3938195   -         375       
3938249   +         303       
3938927   -         321       
3938974   +         408       
3939770   -         429       
3940090   +         375       
3940772   +         339       
3941201   -         309       
3941428   +         336       
3941630   -         330       
3942035   -         351       
3942173   +         324       
3942623   +         399       
3943205   -         345       
3943607   -         303       
3943956   +         306       
3944121   -         372       
3944336   +         303       
3944567   -         324       
3945025   -         339       
3945042   +         408       
3945532   +         366       
3945775   -         411       
3945943   +         432       
3946744   +         684       
3947382   -         306       
3947501   +         303       
3947819   -         519       
3949128   -         303       
3949614   -         471       
3950084   +         384       
3950352   -         513       
3951154   +         324       
3951321   -         363       
3952264   +         330       
3952290   -         306       
3952726   +         333       
3952730   -         387       
